parent_community,subcommunity_id,size,top_label,top5_labels,top_betweenness_label
13,C13_S4,12,"Drugs and Psychotropic Substances  Act,	1988","Noor Aga vs State Of Punjab & Anr | Union Of India And Another vs W.N. Chadha on 17 December, 1992 | Centre For Public Interest Litigation vs U.O.I | Sanjay Chandra vs Cbi on 23 November, 2011 | Romila Thapar vs Union Of India","Union Of India And Another vs W.N. Chadha on 17 December, 1992"
13,C13_S5,9,"State Of W.B vs Mohammed Khalid on 24 November, 1994","State Of W.B vs Mohammed Khalid on 24 November, 1994 | General Officer Commanding vs Cbi & Anr | Pradeep S. Wodeyar vs The State Of Karnataka on 29 November, 2021 | Martin_Harris_Limited_vs_With_Additional_Distt_Judge_Ors_on_11_December_1997 | The State Of Jammu And Kashmir vs Dr. Saleem Ur Rehman on 29 October, 2021","State Of W.B vs Mohammed Khalid on 24 November, 1994"
13,C13_misc,9,"Maharashtra State Board of Secondary 
and Higher Secondary Education and another v. Paritosh Bhupesh 
Kurmarsheth and others","Animireddy Venkata Ramana & Ors vs Public Prosecutor, H.C. Of A.P | Patna_Improvement_Trust_vs_Smt_Lakshmi_Devi_Others_on_7_December_1962 | Commercial Tax Officer, Rajasthan vs Binani Cement Ltd. & Anr | Lalita Kumari vs Govt.Of U.P.& Ors | Managing Director Chhattisgarh State ... vs Zila Sahkari Kendriya Bank Maryadit",Lalita Kumari vs Govt.Of U.P.& Ors
14,C14_S0,28,Babulal Badriprasad Varma vs Surat Municipal Corpn. & Ors,"Babulal Badriprasad Varma vs Surat Municipal Corpn. & Ors | Bhikhubhai Vithlabhai Patel & Ors. v. State of Gujarat &

Anr. | Mansukhlal Jadavji Darji and Others v. Ahmedabad

Municipal Corporation and Others | State Of Maharashtra vs The Nagpur Improvement Trust | State Of Maharashtra vs The Nagpur Improvement Trust",Babulal Badriprasad Varma vs Surat Municipal Corpn. & Ors
14,C14_misc,27,Sheodan_Singh_vs_Smt_Daryao_Kunwar_on_14_January_1966,"Sheodan_Singh_vs_Smt_Daryao_Kunwar_on_14_January_1966 | Dadu Dayalu Mahasabha, Jaipur (Trust) vs Mahant Ram Niwas & Anr | Gangai_Vinayagar_Temple_Anr_vs_Meenakshi_Ammal_Ors_on_9_October_2014 | Narayana_Prabhu_Venkateswara_Prabhu_vs_Narayan_Prabhu_Krishna_Prabhu_Ors_on_19_January_1977 | The State Of Andhra Pradesh vs B. Ranga Reddy (D) By L.R.","Dadu Dayalu Mahasabha, Jaipur (Trust) vs Mahant Ram Niwas & Anr"
15,C15,36,Dir_Of_Settlements_A_P_Ors_vs_M_R_Apparao_Anr_on_20_March_2002,"Dir_Of_Settlements_A_P_Ors_vs_M_R_Apparao_Anr_on_20_March_2002 | State Of U.P. And Anr vs M/S. Synthetics And Chemicals Ltd. And ... on 18 July, 1991 | S.B. Bhattacharjee vs S.D. Majumdar & Ors | M_S_Shanti_Conductors_P_Ltd_Anr_vs_Assam_State_Electricity_Board_Ors_on_31_August_2016 | B_Shama_Rao_vs_The_Union_Territory_Of_Pondicherry_on_20_February_1967",Dir_Of_Settlements_A_P_Ors_vs_M_R_Apparao_Anr_on_20_March_2002
16,C16,17,Bharat Petroleum Corpn. Ltd vs Maddula Ratnavalli & Ors,Bharat Petroleum Corpn. Ltd vs Maddula Ratnavalli & Ors | Kailash Chand & Anr vs Dharam Dass | M/S.Sait Nagjee Purushotham & Co.Ltd vs Vimalabai Prabhulal & Ors | Mst. Faizunnisa vs Eviction Petition No. 127/13 (New ... | Shankarlal vs Land Acquisition Officer State Of M.P. ...,Bharat Petroleum Corpn. Ltd vs Maddula Ratnavalli & Ors
17,C17,10,Madhya Bharat Abolition of Jagir Act,"Mirza_Raja_Shri_Pushavathi_Viziaram_vs_Shri_Pushavathi_Visweswar_Gajapathi_on_19_March_1963 | The State Of Madhya Pradesh vs Sabal Singh (Dead) By Lrs | State Of Madhya Pradesh & Ors vs Sardar D. K. Jadhav on 14 December, 1971 | Dattatraya @ Prakash And Ors vs Krishna Rao @ Lala Saheb Baxi Through ... on 20 August, 1991 | State Of Madhya Pradesh & Ors vs Sardar D.K. Jadav on 25 January, 1968",Madhya Bharat Abolition of Jagir Act
18,C18,9,"Judges
(Protection) Act,  1985","Judges
(Protection) Act,  1985 | Sumer Singh vs Surajbhan Singh & Ors on 22 April, 2014 | Zunjarrao Bhikaji Nagarkar vs. 
Union of India & Ors. | Amresh Shrivastava vs The State Of Madhya Pradesh on 1 April, 2025 | State Of H.P vs Nirmala Devi","Amresh Shrivastava vs The State Of Madhya Pradesh on 1 April, 2025"
19,C19,4,Rohtash Kumar vs State Of Haryana,"Rohtash Kumar vs State Of Haryana | Fedrick Cutinha vs State Of Karnataka on 18 April, 2023 | Ravasaheb @ Ravasahebagouda vs The State Of Karnataka on 16 March, 2023 | Darshan Singh & others vs. State of Punjab",Rohtash Kumar vs State Of Haryana
